record_id,institution_id,year,rating,overall_score,student_satisfaction_pct,graduate_outcome_pct,attendance_rate_pct
3222,1074,2024,Good,79,,,88.3
3223,1075,2022,Good,78,,,85.1
3224,1075,2023,Good,66,,,88.5
3225,1075,2024,Good,84,,,92.4
3226,1076,2022,Good,78,,,95.5
3227,1076,2023,Good,83,,,93.0
3228,1076,2024,Good,81,,,87.7
3229,1077,2022,Inadequate,20,,,90.1
3230,1077,2023,Good,79,,,93.1
3231,1077,2024,Outstanding,86,,,93.4
3232,1078,2022,Outstanding,91,,,89.3
3233,1078,2023,Good,82,,,88.8
3234,1078,2024,Good,79,,,87.4
3235,1079,2022,Outstanding,95,,,97.0
3236,1079,2023,Good,68,,,98.8
3237,1079,2024,Outstanding,88,,,97.1
3238,1080,2022,Good,73,,,96.2
3239,1080,2023,Outstanding,99,,,88.9
3240,1080,2024,Good,81,,,97.3
3241,1081,2022,Good,80,,,94.5
3242,1081,2023,Good,70,,,89.8
3243,1081,2024,Good,83,,,92.1
3244,1082,2022,Good,80,,,98.2
3245,1082,2023,Good,69,,,98.7
3246,1082,2024,Good,80,,,91.1
3247,1083,2022,Good,84,,,89.3
3248,1083,2023,Good,68,,,91.2
3249,1083,2024,Good,68,,,93.7
3250,1084,2022,Good,80,,,85.4
3251,1084,2023,Good,77,,,90.6
3252,1084,2024,Requires Improvement,63,,,91.9
3253,1085,2022,Requires Improvement,47,,,87.4
3254,1085,2023,Good,77,,,92.6
3255,1085,2024,Good,68,,,93.6
3256,1086,2022,Outstanding,99,,,95.2
3257,1086,2023,Requires Improvement,59,,,98.2
3258,1086,2024,Inadequate,33,,,97.0
3259,1087,2022,Outstanding,99,,,92.5
3260,1087,2023,Good,71,,,98.6
3261,1087,2024,Good,70,,,94.0
3262,1088,2022,Good,80,,,98.4
3263,1088,2023,Outstanding,99,,,93.5
3264,1088,2024,Good,66,,,98.5
3265,1089,2022,Good,80,,,87.1
3266,1089,2023,Good,78,,,92.7
3267,1089,2024,Good,71,,,92.2
3268,1090,2022,Good,66,,,95.5
3269,1090,2023,Good,71,,,95.9
3270,1090,2024,Outstanding,87,,,88.9
3271,1091,2022,Good,65,,,98.4
3272,1091,2023,Requires Improvement,58,,,95.4
3273,1091,2024,Requires Improvement,46,,,93.5
3274,1092,2022,Inadequate,38,,,88.6
3275,1092,2023,Good,68,,,89.1
3276,1092,2024,Good,79,,,93.1
3277,1093,2022,Good,71,,,90.2
3278,1093,2023,Good,80,,,90.8
3279,1093,2024,Good,72,,,96.3
3280,1094,2022,Outstanding,97,,,96.3
3281,1094,2023,Good,84,,,85.2
3282,1094,2024,Good,68,,,90.4
3283,1095,2022,Requires Improvement,49,,,93.2
3284,1095,2023,Requires Improvement,64,,,90.2
3285,1095,2024,Good,70,,,89.6
3286,1096,2022,Good,71,,,86.0
3287,1096,2023,Good,78,,,90.1
3288,1096,2024,Outstanding,95,,,85.7
3289,1097,2022,Outstanding,86,,,91.0
3290,1097,2023,Good,70,,,92.9
3291,1097,2024,Requires Improvement,58,,,95.2
3292,1098,2022,Outstanding,88,,,89.6
3293,1098,2023,Good,68,,,85.4
3294,1098,2024,Outstanding,85,,,92.2
3295,1099,2022,Good,80,,,87.1
3296,1099,2023,Outstanding,86,,,96.3
3297,1099,2024,Good,80,,,94.8
3298,1100,2022,Good,77,,,90.3
3299,1100,2023,Good,73,,,90.3
3300,1100,2024,Good,76,,,88.8
3301,1101,2022,Good,81,,,88.7
3302,1101,2023,Good,82,,,93.5
3303,1101,2024,Requires Improvement,52,,,95.2
3304,1102,2022,Good,78,,,93.2
3305,1102,2023,Outstanding,95,,,94.4
3306,1102,2024,Good,73,,,95.1
3307,1103,2022,Outstanding,97,,,85.5
3308,1103,2023,Good,79,,,97.8
3309,1103,2024,Good,75,,,94.2
3310,1104,2022,Good,84,,,97.0
3311,1104,2023,Good,71,,,94.1
3312,1104,2024,Good,70,,,93.5
3313,1105,2022,Good,69,,,86.2
3314,1105,2023,Good,72,,,87.7
3315,1105,2024,Good,72,,,87.1
3316,1106,2022,Good,76,,,97.3
3317,1106,2023,Good,75,,,92.9
3318,1106,2024,Good,76,,,92.4
3319,1107,2022,Good,73,,,88.1
3320,1107,2023,Good,66,,,93.8
3321,1107,2024,Outstanding,91,,,96.4
3322,1108,2022,Good,76,,,89.2
3323,1108,2023,Good,79,,,98.9
3324,1108,2024,Requires Improvement,62,,,88.1
3325,1109,2022,Good,76,,,88.9
3326,1109,2023,Good,78,,,88.8
3327,1109,2024,Good,80,,,98.9
3328,1110,2022,Good,79,,,86.9
3329,1110,2023,Good,73,,,95.4
3330,1110,2024,Good,72,,,93.7
3331,1111,2022,Good,78,,,91.9
3332,1111,2023,Inadequate,34,,,86.7
3333,1111,2024,Outstanding,92,,,96.2
3334,1112,2022,Good,79,,,98.4
3335,1112,2023,Good,68,,,95.8
3336,1112,2024,Outstanding,95,,,91.1
3337,1113,2022,Outstanding,94,,,92.2
3338,1113,2023,Inadequate,22,,,89.3
3339,1113,2024,Good,81,,,85.9
3340,1114,2022,Good,79,,,87.3
3341,1114,2023,Good,74,,,96.9
3342,1114,2024,Good,72,,,87.0
3343,1115,2022,Outstanding,86,,,98.1
3344,1115,2023,Good,69,,,96.5
3345,1115,2024,Good,73,,,92.0
3346,1116,2022,Good,69,,,92.0
3347,1116,2023,Outstanding,97,,,94.5
3348,1116,2024,Inadequate,42,,,87.1
3349,1117,2022,Good,68,,,98.9
3350,1117,2023,Good,73,,,87.0
3351,1117,2024,Good,68,,,98.5
3352,1118,2022,Good,82,,,87.7
3353,1118,2023,Good,75,,,88.2
3354,1118,2024,Outstanding,94,,,90.9
3355,1119,2022,Outstanding,92,,,86.3
3356,1119,2023,Requires Improvement,60,,,89.6
3357,1119,2024,Good,80,,,97.1
3358,1120,2022,Good,75,,,86.1
3359,1120,2023,Requires Improvement,47,,,88.1
3360,1120,2024,Requires Improvement,63,,,97.6
3361,1121,2022,Good,74,,,85.3
3362,1121,2023,Good,68,,,86.0
3363,1121,2024,Requires Improvement,60,,,98.5
3364,1122,2022,Good,77,,,92.7
3365,1122,2023,Outstanding,98,,,94.4
3366,1122,2024,Outstanding,89,,,85.3
3367,1123,2022,Outstanding,86,,,90.1
3368,1123,2023,Outstanding,86,,,85.9
3369,1123,2024,Good,75,,,90.9
3370,1124,2022,Outstanding,100,,,85.7
3371,1124,2023,Good,81,,,95.9
3372,1124,2024,Outstanding,95,,,89.3
3373,1125,2022,Good,81,,,93.1
3374,1125,2023,Good,72,,,95.7
3375,1125,2024,Good,71,,,87.5
3376,1126,2022,Requires Improvement,57,,,93.3
3377,1126,2023,Good,65,,,89.4
3378,1126,2024,Good,83,,,97.9
3379,1127,2022,Good,72,,,89.4
3380,1127,2023,Good,71,,,94.4
3381,1127,2024,Good,77,,,96.9
3382,1128,2022,Good,68,,,90.4
3383,1128,2023,Good,77,,,90.9
3384,1128,2024,Outstanding,89,,,92.4
3385,1129,2022,Inadequate,26,,,85.2
3386,1129,2023,Requires Improvement,45,,,89.2
3387,1129,2024,Good,66,,,96.1
3388,1130,2022,Good,81,,,96.2
3389,1130,2023,Good,69,,,91.9
3390,1130,2024,Good,65,,,92.1
3391,1131,2022,Good,67,,,86.0
3392,1131,2023,Requires Improvement,60,,,98.0
3393,1131,2024,Good,74,,,95.1
3394,1132,2022,Good,74,,,89.8
3395,1132,2023,Requires Improvement,56,,,95.8
3396,1132,2024,Outstanding,97,,,89.5
3397,1133,2022,Good,70,,,93.3
3398,1133,2023,Good,69,,,95.6
3399,1133,2024,Requires Improvement,56,,,98.4
3400,1134,2022,Good,76,,,92.8
3401,1134,2023,Good,66,,,88.8
3402,1134,2024,Good,72,,,96.9
3403,1135,2022,Good,70,,,93.7
3404,1135,2023,Good,84,,,94.9
3405,1135,2024,Good,73,,,98.3
3406,1136,2022,Good,65,,,96.9
3407,1136,2023,Good,76,,,87.9
3408,1136,2024,Requires Improvement,48,,,92.5
3409,1137,2022,Good,76,,,94.1
3410,1137,2023,Good,75,,,92.6
3411,1137,2024,Good,84,,,90.2
3412,1138,2022,Good,80,,,96.4
3413,1138,2023,Outstanding,91,,,85.5
3414,1138,2024,Good,82,,,90.4
3415,1139,2022,Good,80,,,95.4
3416,1139,2023,Good,78,,,93.7
3417,1139,2024,Outstanding,100,,,96.8
3418,1140,2022,Good,77,,,90.0
3419,1140,2023,Outstanding,91,,,88.5
3420,1140,2024,Good,76,,,97.4
3421,1141,2022,Outstanding,95,,,98.0
3422,1141,2023,Good,67,,,97.5
3423,1141,2024,Good,80,,,95.7
3424,1142,2022,Requires Improvement,54,,,87.6
3425,1142,2023,Good,73,,,85.1
3426,1142,2024,Good,78,,,92.7
3427,1143,2022,Outstanding,97,,,95.8
3428,1143,2023,Good,83,,,85.2
3429,1143,2024,Good,78,,,85.2
3430,1144,2022,Requires Improvement,60,,,89.7
3431,1144,2023,Requires Improvement,54,,,87.2
3432,1144,2024,Good,79,,,94.6
3433,1145,2022,Good,83,,,87.0
3434,1145,2023,Good,69,,,98.2
3435,1145,2024,Outstanding,90,,,92.5
3436,1146,2022,Inadequate,28,,,97.1
3437,1146,2023,Requires Improvement,56,,,87.3
3438,1146,2024,Good,83,,,96.6
3439,1147,2022,Good,79,,,87.5
3440,1147,2023,Good,80,,,86.8
3441,1147,2024,Outstanding,95,,,98.4
3442,1148,2022,Good,83,,,96.1
3443,1148,2023,Good,65,,,93.5
3444,1148,2024,Good,65,,,94.2
3445,1149,2022,Outstanding,86,,,95.4
3446,1149,2023,Good,83,,,98.2
3447,1149,2024,Good,73,,,93.1
3448,1150,2022,Inadequate,21,,,98.3
3449,1150,2023,Outstanding,93,,,93.5
3450,1150,2024,Good,65,,,93.0
3451,1151,2022,Good,74,,,88.4
3452,1151,2023,Good,71,,,87.3
3453,1151,2024,Good,75,,,95.1
3454,1152,2022,Outstanding,100,,,85.4
3455,1152,2023,Requires Improvement,51,,,95.6
3456,1152,2024,Outstanding,88,,,89.7
3457,1153,2022,Good,82,,,90.3
3458,1153,2023,Outstanding,97,,,95.4
3459,1153,2024,Outstanding,90,,,94.4
3460,1154,2022,Requires Improvement,56,,,86.3
3461,1154,2023,Good,67,,,87.6
3462,1154,2024,Requires Improvement,64,,,93.1
3463,1155,2022,Good,83,,,95.7
3464,1155,2023,Good,79,,,91.4
3465,1155,2024,Good,72,,,99.0
3466,1156,2022,Good,79,,,96.9
3467,1156,2023,Good,71,,,89.0
3468,1156,2024,Good,82,,,86.7
3469,1157,2022,Good,74,,,92.4
3470,1157,2023,Good,67,,,90.1
3471,1157,2024,Good,69,,,89.7
3472,1158,2022,Outstanding,100,,,94.6
3473,1158,2023,Good,84,,,87.6
3474,1158,2024,Good,68,,,85.7
3475,1159,2022,Outstanding,87,,,86.9
3476,1159,2023,Good,71,,,94.0
3477,1159,2024,Good,76,,,98.2
3478,1160,2022,Good,80,,,91.9
3479,1160,2023,Requires Improvement,64,,,94.7
3480,1160,2024,Requires Improvement,63,,,90.2
3481,1161,2022,Requires Improvement,56,,,97.1
3482,1161,2023,Good,70,,,87.8
3483,1161,2024,Good,79,,,89.9
3484,1162,2022,Requires Improvement,57,,,86.9
3485,1162,2023,Good,70,,,98.9
3486,1162,2024,Good,82,,,88.3
3487,1163,2022,Good,74,,,94.6
3488,1163,2023,Outstanding,93,,,89.4
3489,1163,2024,Good,66,,,87.0
3490,1164,2022,Requires Improvement,52,,,98.6
3491,1164,2023,Good,77,,,93.4
3492,1164,2024,Good,71,,,95.9
3493,1165,2022,Outstanding,99,,,92.1
3494,1165,2023,Good,79,,,98.0
3495,1165,2024,Outstanding,94,,,93.2
3496,1166,2022,Good,67,,,90.3
3497,1166,2023,Good,78,,,87.7
3498,1166,2024,Good,67,,,89.4
3499,1167,2022,Requires Improvement,56,,,98.4
3500,1167,2023,Good,83,,,96.8
3501,1167,2024,Good,82,,,85.9
3502,1168,2022,Outstanding,86,,,94.4
3503,1168,2023,Good,73,,,92.7
3504,1168,2024,Outstanding,89,,,85.8
3505,1169,2022,Outstanding,100,,,93.9
3506,1169,2023,Good,76,,,89.5
3507,1169,2024,Requires Improvement,54,,,98.2
3508,1170,2022,Good,77,,,97.1
3509,1170,2023,Good,67,,,95.8
3510,1170,2024,Good,75,,,90.6
3511,1171,2022,Good,76,,,89.9
3512,1171,2023,Good,79,,,91.3
3513,1171,2024,Outstanding,96,,,94.6
3514,1172,2022,Outstanding,93,,,95.9
3515,1172,2023,Good,82,,,85.9
3516,1172,2024,Outstanding,86,,,97.5
3517,1173,2022,Good,75,,,86.7
3518,1173,2023,Good,82,,,85.5
3519,1173,2024,Good,69,,,89.9
3520,1174,2022,Good,74,,,97.2
3521,1174,2023,Good,82,,,91.7
3522,1174,2024,Requires Improvement,52,,,90.0
3523,1175,2022,Good,67,,,88.7
3524,1175,2023,Good,65,,,85.2
3525,1175,2024,Outstanding,97,,,87.5
3526,1176,2022,Outstanding,85,,,92.3
3527,1176,2023,Good,80,,,88.9
3528,1176,2024,Good,67,,,96.2
3529,1177,2022,Outstanding,97,,,94.5
3530,1177,2023,Outstanding,87,,,97.5
3531,1177,2024,Good,66,,,93.5
3532,1178,2022,Good,74,,,93.9
3533,1178,2023,Outstanding,85,,,93.3
3534,1178,2024,Good,79,,,91.8
3535,1179,2022,Good,80,,,87.2
3536,1179,2023,Outstanding,87,,,93.1
3537,1179,2024,Good,75,,,91.2
3538,1180,2022,Good,65,,,90.3
3539,1180,2023,Outstanding,88,,,87.9
3540,1180,2024,Outstanding,92,,,91.5
3541,1181,2022,Good,71,,,95.0
3542,1181,2023,Outstanding,96,,,86.8
3543,1181,2024,Requires Improvement,59,,,94.1
3544,1182,2022,Outstanding,98,,,93.8
3545,1182,2023,Good,72,,,92.1
3546,1182,2024,Good,80,,,86.0
3547,1183,2022,Outstanding,99,,,88.6
3548,1183,2023,Good,69,,,95.4
3549,1183,2024,Good,80,,,93.0
3550,1184,2022,Good,78,,,91.7
3551,1184,2023,Good,70,,,90.5
3552,1184,2024,Good,69,,,85.2
3553,1185,2022,Requires Improvement,59,,,91.9
3554,1185,2023,Good,79,,,90.2
3555,1185,2024,Good,68,,,87.3
3556,1186,2022,Good,69,,,91.9
3557,1186,2023,Outstanding,87,,,85.6
3558,1186,2024,Good,77,,,91.6
3559,1187,2022,Good,82,,,93.8
3560,1187,2023,Good,66,,,91.2
3561,1187,2024,Good,80,,,96.7
3562,1188,2022,Good,79,,,88.6
3563,1188,2023,Good,83,,,97.3
3564,1188,2024,Outstanding,86,,,86.9
3565,1189,2022,Good,65,,,94.7
3566,1189,2023,Good,82,,,97.9
3567,1189,2024,Outstanding,100,,,96.4
3568,1190,2022,Outstanding,95,,,91.2
3569,1190,2023,Good,72,,,96.5
3570,1190,2024,Good,74,,,86.3
3571,1191,2022,Good,66,,,85.2
3572,1191,2023,Good,68,,,85.6
3573,1191,2024,Good,75,,,97.5
3574,1192,2022,Good,80,,,99.0
3575,1192,2023,Good,73,,,89.7
3576,1192,2024,Good,69,,,91.4
3577,1193,2022,Outstanding,93,,,97.2
3578,1193,2023,Requires Improvement,60,,,87.5
3579,1193,2024,Good,84,,,87.5
3580,1194,2022,Good,81,,,95.4
3581,1194,2023,Outstanding,85,,,87.1
3582,1194,2024,Outstanding,86,,,96.0
3583,1195,2022,Good,75,,,96.7
3584,1195,2023,Good,74,,,89.3
3585,1195,2024,Outstanding,100,,,96.1
3586,1196,2022,Good,68,,,85.0
3587,1196,2023,Requires Improvement,49,,,92.8
3588,1196,2024,Good,74,,,91.5
3589,1197,2022,Outstanding,100,,,98.6
3590,1197,2023,Good,84,,,89.2
3591,1197,2024,Good,70,,,98.2
3592,1198,2022,Good,77,,,89.7
3593,1198,2023,Good,79,,,87.8
3594,1198,2024,Good,75,,,95.0
3595,1199,2022,Good,75,,,93.8
3596,1199,2023,Outstanding,91,,,98.6
3597,1199,2024,Good,71,,,96.2
3598,1200,2022,Good,68,,,92.2
3599,1200,2023,Good,65,,,90.8
3600,1200,2024,Good,83,,,92.6
3601,1201,2022,Good,67,,,96.8
3602,1201,2023,Good,65,,,88.8
3603,1201,2024,Good,66,,,98.8
3604,1202,2022,Good,83,,,88.4
3605,1202,2023,Good,70,,,96.3
3606,1202,2024,Outstanding,88,,,95.1
3607,1203,2022,Good,77,,,95.0
3608,1203,2023,Outstanding,96,,,97.1
3609,1203,2024,Good,82,,,88.5
3610,1204,2022,Outstanding,95,,,95.4
3611,1204,2023,Good,78,,,89.5
3612,1204,2024,Inadequate,21,,,87.9
3613,1205,2022,Good,74,,,90.7
3614,1205,2023,Requires Improvement,53,,,98.0
3615,1205,2024,Outstanding,91,,,94.9
3616,1206,2022,Good,75,,,86.9
3617,1206,2023,Good,80,,,95.1
3618,1206,2024,Good,66,,,98.2
3619,1207,2022,Outstanding,85,,,91.0
3620,1207,2023,Outstanding,85,,,96.3
3621,1207,2024,Good,81,,,98.8
3622,1208,2022,Good,65,,,88.2
3623,1208,2023,Requires Improvement,60,,,98.0
3624,1208,2024,Good,66,,,94.5
3625,1209,2022,Outstanding,90,,,86.3
3626,1209,2023,Good,68,,,87.4
3627,1209,2024,Requires Improvement,60,,,98.9
3628,1210,2022,Good,76,,,88.3
3629,1210,2023,Good,78,,,91.9
3630,1210,2024,Good,82,,,96.4
3631,1211,2022,Requires Improvement,55,,,89.8
3632,1211,2023,Good,75,,,92.1
3633,1211,2024,Good,74,,,86.2
3634,1212,2022,Good,78,,,93.9
3635,1212,2023,Good,74,,,95.6
3636,1212,2024,Good,76,,,93.2
3637,1213,2022,Outstanding,95,,,92.5
3638,1213,2023,Good,67,,,90.2
3639,1213,2024,Good,78,,,90.7
3640,1214,2022,Good,71,,,92.4
3641,1214,2023,Good,77,,,86.7
3642,1214,2024,Good,69,,,95.1
3643,1215,2022,Good,69,,,85.9
3644,1215,2023,Good,77,,,94.0
3645,1215,2024,Requires Improvement,52,,,86.6
3646,1216,2022,Good,66,,,85.9
3647,1216,2023,Outstanding,89,,,91.1
3648,1216,2024,Outstanding,90,,,85.5
3649,1217,2022,Good,82,,,97.2
3650,1217,2023,Good,71,,,91.8
3651,1217,2024,Outstanding,98,,,95.3
3652,1218,2022,Good,76,,,93.3
3653,1218,2023,Outstanding,88,,,93.6
3654,1218,2024,Requires Improvement,45,,,93.9
3655,1219,2022,Good,82,,,85.2
3656,1219,2023,Good,69,,,87.6
3657,1219,2024,Good,70,,,90.9
3658,1220,2022,Good,68,,,86.6
3659,1220,2023,Good,67,,,96.0
3660,1220,2024,Good,67,,,89.4
3661,1221,2022,Good,69,,,93.9
3662,1221,2023,Good,70,,,91.6
3663,1221,2024,Outstanding,94,,,97.1
3664,1222,2022,Inadequate,25,,,85.8
3665,1222,2023,Good,78,,,86.0
3666,1222,2024,Good,67,,,91.3
3667,1223,2022,Good,79,,,98.1
3668,1223,2023,Good,81,,,86.2
3669,1223,2024,Good,72,,,89.7
3670,1224,2022,Requires Improvement,63,,,86.4
3671,1224,2023,Requires Improvement,60,,,89.5
3672,1224,2024,Requires Improvement,61,,,85.6
3673,1225,2022,Good,74,,,98.8
3674,1225,2023,Good,82,,,92.6
3675,1225,2024,Outstanding,95,,,93.1
3676,1226,2022,Good,82,,,96.6
3677,1226,2023,Good,84,,,93.0
3678,1226,2024,Inadequate,27,,,97.0
3679,1227,2022,Good,78,,,95.0
3680,1227,2023,Outstanding,90,,,87.9
3681,1227,2024,Good,79,,,86.5
3682,1228,2022,Outstanding,99,,,96.1
3683,1228,2023,Requires Improvement,53,,,98.8
3684,1228,2024,Good,81,,,95.4
3685,1229,2022,Good,66,,,96.4
3686,1229,2023,Good,67,,,97.5
3687,1229,2024,Good,78,,,95.6
3688,1230,2022,Good,68,,,93.0
3689,1230,2023,Good,82,,,96.5
3690,1230,2024,Good,72,,,91.1
3691,1231,2022,Good,68,,,87.5
3692,1231,2023,Outstanding,95,,,92.9
3693,1231,2024,Good,73,,,95.2
3694,1232,2022,Good,65,,,93.7
3695,1232,2023,Good,69,,,96.3
3696,1232,2024,Outstanding,98,,,88.9
3697,1233,2022,Good,74,,,87.0
3698,1233,2023,Good,69,,,94.0
3699,1233,2024,Good,70,,,96.9
3700,1234,2022,Good,69,,,86.3
3701,1234,2023,Good,65,,,93.1
3702,1234,2024,Good,65,,,90.6
3703,1235,2022,Requires Improvement,60,,,90.3
3704,1235,2023,Outstanding,90,,,88.6
3705,1235,2024,Outstanding,99,,,96.4
3706,1236,2022,Good,65,,,93.5
3707,1236,2023,Good,83,,,91.7
3708,1236,2024,Good,72,,,98.9
3709,1237,2022,Good,80,,,91.7
3710,1237,2023,Requires Improvement,60,,,97.3
3711,1237,2024,Good,65,,,93.3
3712,1238,2022,Good,84,,,86.5
3713,1238,2023,Good,68,,,98.8
3714,1238,2024,Good,67,,,92.2
3715,1239,2022,Good,66,,,94.6
3716,1239,2023,Requires Improvement,55,,,96.8
3717,1239,2024,Good,68,,,86.2
3718,1240,2022,Good,82,,,88.2
3719,1240,2023,Good,70,,,94.1
3720,1240,2024,Good,75,,,88.6
3721,1241,2022,Good,73,,,85.7
3722,1241,2023,Good,78,,,89.5
3723,1241,2024,Good,80,,,98.1
3724,1242,2022,Good,71,,,96.5
3725,1242,2023,Good,69,,,89.5
3726,1242,2024,Good,83,,,90.0
3727,1243,2022,Good,69,,,85.4
3728,1243,2023,Good,69,,,96.2
3729,1243,2024,Outstanding,99,,,95.5
3730,1244,2022,Good,79,,,89.4
3731,1244,2023,Good,73,,,89.3
3732,1244,2024,Good,78,,,90.7
3733,1245,2022,Good,73,,,95.9
3734,1245,2023,Good,68,,,96.7
3735,1245,2024,Good,76,,,95.6
3736,1246,2022,Good,71,,,96.7
3737,1246,2023,Good,73,,,92.8
3738,1246,2024,Good,81,,,92.0
3739,1247,2022,Good,84,,,93.8
3740,1247,2023,Good,68,,,85.7
3741,1247,2024,Good,79,,,94.3
3742,1248,2022,Good,81,,,91.9
3743,1248,2023,Good,77,,,88.1
3744,1248,2024,Outstanding,90,,,90.3
3745,1249,2022,Good,78,,,92.6
3746,1249,2023,Good,73,,,97.8
3747,1249,2024,Good,80,,,90.0
3748,1250,2022,Requires Improvement,59,,,97.0
3749,1250,2023,Requires Improvement,52,,,86.6
3750,1250,2024,Good,71,,,92.8
3751,1251,2022,Good,72,,,92.0
3752,1251,2023,Inadequate,38,,,89.0
3753,1251,2024,Outstanding,94,,,93.4
3754,1252,2022,Good,67,,,96.8
3755,1252,2023,Outstanding,96,,,93.6
3756,1252,2024,Good,84,,,88.3
3757,1253,2022,Good,70,,,96.6
3758,1253,2023,Good,76,,,88.2
3759,1253,2024,Good,82,,,92.3
3760,1254,2022,Good,76,,,98.3
3761,1254,2023,Good,84,,,85.7
3762,1254,2024,Good,80,,,93.4
3763,1255,2022,Good,80,,,90.6
3764,1255,2023,Good,69,,,92.9
3765,1255,2024,Good,69,,,94.0
3766,1256,2022,Good,69,,,85.3
3767,1256,2023,Outstanding,98,,,96.1
3768,1256,2024,Good,77,,,93.2
3769,1257,2022,Outstanding,100,,,86.2
3770,1257,2023,Good,74,,,98.1
3771,1257,2024,Good,70,,,92.7
3772,1258,2022,Good,78,,,91.3
3773,1258,2023,Good,66,,,98.3
3774,1258,2024,Outstanding,96,,,96.0
3775,1259,2022,Good,79,,,93.8
3776,1259,2023,Outstanding,97,,,94.8
3777,1259,2024,Outstanding,93,,,87.8
3778,1260,2022,Good,78,,,98.0
3779,1260,2023,Requires Improvement,55,,,85.5
3780,1260,2024,Good,74,,,91.0
3781,1261,2022,Requires Improvement,52,,,90.9
3782,1261,2023,Good,80,,,93.4
3783,1261,2024,Good,80,,,89.5
3784,1262,2022,Good,66,,,98.3
3785,1262,2023,Outstanding,91,,,95.6
3786,1262,2024,Outstanding,94,,,95.8
3787,1263,2022,Outstanding,87,,,98.6
3788,1263,2023,Outstanding,95,,,94.2
3789,1263,2024,Outstanding,87,,,87.0
3790,1264,2022,Outstanding,90,,,90.4
3791,1264,2023,Good,78,,,92.6
3792,1264,2024,Good,82,,,88.4
3793,1265,2022,Good,65,,,91.9
3794,1265,2023,Good,72,,,97.7
3795,1265,2024,Good,74,,,92.8
3796,1266,2022,Outstanding,97,,,92.6
3797,1266,2023,Good,65,,,90.0
3798,1266,2024,Good,73,,,91.3
3799,1267,2022,Good,68,,,98.0
3800,1267,2023,Good,77,,,93.5
3801,1267,2024,Good,80,,,85.9
3802,1268,2022,Outstanding,94,,,96.1
3803,1268,2023,Good,76,,,86.4
3804,1268,2024,Good,65,,,98.3
3805,1269,2022,Requires Improvement,57,,,86.8
3806,1269,2023,Outstanding,99,,,93.9
3807,1269,2024,Outstanding,88,,,94.6
3808,1270,2022,Good,81,,,94.9
3809,1270,2023,Good,72,,,93.6
3810,1270,2024,Good,76,,,86.4
3811,1271,2022,Good,82,,,87.2
3812,1271,2023,Requires Improvement,64,,,93.0
3813,1271,2024,Good,80,,,86.8
3814,1272,2022,Good,69,,,86.5
3815,1272,2023,Good,72,,,96.2
3816,1272,2024,Good,83,,,95.9
3817,1273,2022,Good,77,,,95.1
3818,1273,2023,Outstanding,89,,,89.6
3819,1273,2024,Good,71,,,85.8
3820,1274,2022,Outstanding,98,,,92.2
3821,1274,2023,Good,66,,,92.0
3822,1274,2024,Good,81,,,97.2
3823,1275,2022,Outstanding,93,,,96.9
3824,1275,2023,Good,72,,,97.4
3825,1275,2024,Good,80,,,97.6
3826,1276,2022,Good,81,,,94.5
3827,1276,2023,Good,66,,,87.2
3828,1276,2024,Good,75,,,93.0
3829,1277,2022,Requires Improvement,52,,,91.1
3830,1277,2023,Good,83,,,90.1
3831,1277,2024,Good,83,,,86.9
3832,1278,2022,Inadequate,28,,,90.0
3833,1278,2023,Good,68,,,97.2
3834,1278,2024,Good,82,,,89.8
3835,1279,2022,Good,71,,,92.9
3836,1279,2023,Requires Improvement,61,,,98.4
3837,1279,2024,Good,78,,,85.9
3838,1280,2022,Good,78,,,87.2
3839,1280,2023,Good,70,,,91.3
3840,1280,2024,Requires Improvement,46,,,89.4
3841,1281,2022,Good,81,,,85.3
3842,1281,2023,Good,74,,,88.0
3843,1281,2024,Good,79,,,85.1
3844,1282,2022,Good,73,,,89.2
3845,1282,2023,Requires Improvement,53,,,90.7
3846,1282,2024,Good,71,,,86.3
3847,1283,2022,Outstanding,87,,,89.7
3848,1283,2023,Requires Improvement,55,,,87.0
3849,1283,2024,Good,74,,,91.8
3850,1284,2022,Requires Improvement,50,,,95.9
3851,1284,2023,Inadequate,42,,,98.8
3852,1284,2024,Outstanding,99,,,96.0
3853,1285,2022,Inadequate,22,,,93.6
3854,1285,2023,Good,84,,,88.7
3855,1285,2024,Inadequate,21,,,94.5
3856,1286,2022,Good,73,,,96.2
3857,1286,2023,Good,71,,,98.7
3858,1286,2024,Good,71,,,85.6
3859,1287,2022,Good,84,,,87.3
3860,1287,2023,Good,74,,,97.0
3861,1287,2024,Good,77,,,94.2
3862,1288,2022,Good,67,,,93.2
3863,1288,2023,Good,81,,,85.1
3864,1288,2024,Good,78,,,86.4
3865,1289,2022,Good,81,,,89.6
3866,1289,2023,Good,68,,,94.3
3867,1289,2024,Good,84,,,94.1
3868,1290,2022,Good,74,,,89.0
3869,1290,2023,Outstanding,91,,,98.4
3870,1290,2024,Good,76,,,88.5
3871,1291,2022,Requires Improvement,59,,,94.2
3872,1291,2023,Good,73,,,85.8
3873,1291,2024,Requires Improvement,55,,,96.1
3874,1292,2022,Good,76,,,90.7
3875,1292,2023,Good,76,,,87.3
3876,1292,2024,Good,65,,,94.3
3877,1293,2022,Good,82,,,88.8
3878,1293,2023,Good,81,,,96.1
3879,1293,2024,Inadequate,36,,,92.6
3880,1294,2022,Requires Improvement,48,,,95.1
